지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
90,속초,2017-02-07,1.5,-2,631,4.7,1319
90,속초,2017-02-08,2.6,-.9,255,6.3,1241
90,속초,2017-02-09,-1.5,-5,2355,3.1,1419
90,속초,2017-02-10,-4.3,-8.2,638,-.3,1458
90,속초,2017-02-11,-2.2,-7.6,656,1.8,1411
90,속초,2017-02-12,.6,-4.1,729,5,1528
90,속초,2017-02-13,2.4,-1.7,331,6.8,1527
90,속초,2017-02-14,2.3,-.7,821,5.8,1501
90,속초,2017-02-15,6.5,-2,623,12.8,1438
90,속초,2017-02-16,11.2,5.1,249,14.7,1418
90,속초,2017-02-17,6.4,.9,2329,13.8,38
90,속초,2017-02-18,1.5,-2.5,722,5.9,1358
90,속초,2017-02-19,4.5,-1.1,423,8.9,2337
90,속초,2017-02-20,2.9,-2.2,2236,9,10
90,속초,2017-02-21,1.1,-4.3,547,6.2,1353
90,속초,2017-02-22,3.5,.5,2,8.1,1209
90,속초,2017-02-23,2.5,-1,2341,6.3,1530
90,속초,2017-02-24,1.7,-3.5,557,6.9,1414
90,속초,2017-02-25,4.9,-.6,353,9.6,1442
90,속초,2017-02-26,3.9,.5,725,7.7,1359
90,속초,2017-02-27,5.1,-.3,438,10.1,1351
90,속초,2017-02-28,8.7,.4,340,14.3,1541
90,속초,2017-03-01,8,4.5,2307,11.5,1150
90,속초,2017-03-02,3.2,.7,2337,5.4,752
90,속초,2017-03-03,7.2,-1.7,420,12.3,1406
90,속초,2017-03-04,6.5,2.8,709,11.3,1038
90,속초,2017-03-05,6,.1,616,10.9,1404
90,속초,2017-03-06,2.1,-.7,2358,6.3,102
90,속초,2017-03-07,1.1,-2.4,632,6.2,1502
90,속초,2017-03-08,2.2,-2.8,431,6.9,1530
90,속초,2017-03-09,5.6,.8,301,10.6,1431
90,속초,2017-03-10,6.1,1.7,615,10.7,1202
90,속초,2017-03-11,8.6,3.2,623,13.2,1329
90,속초,2017-03-12,11.6,8.2,1,14.9,1550
90,속초,2017-03-13,6.4,2.3,2209,10.2,8
90,속초,2017-03-14,3.2,.6,1048,6.4,1320
90,속초,2017-03-15,5,1,19,8.9,1249
90,속초,2017-03-16,6.2,-.4,306,11.7,1236
90,속초,2017-03-17,8,2.5,701,13.5,1321
90,속초,2017-03-18,12.5,7.2,3,18.5,1436
90,속초,2017-03-19,10.2,4.7,2330,14.6,1421
90,속초,2017-03-20,11.3,3.9,311,14.6,1223
90,속초,2017-03-21,6.4,1.8,2242,12.6,42
90,속초,2017-03-22,8.2,2.7,613,12,1535
90,속초,2017-03-23,6.9,2.9,2313,10.1,6
90,속초,2017-03-24,6.5,2.8,413,9.9,1225
90,속초,2017-03-25,6.2,2.8,340,11.1,1129
90,속초,2017-03-26,7,4.6,616,12,1323
90,속초,2017-03-27,6.7,3.2,502,10.8,1536
90,속초,2017-03-28,9,2.9,620,13.5,1445
90,속초,2017-03-29,11.1,5.2,448,15.8,1137
90,속초,2017-03-30,12.5,9,607,17.9,1004
90,속초,2017-03-31,6.7,5.2,2023,10.3,2
90,속초,2017-04-01,5.9,4,620,8.8,1544
90,속초,2017-04-02,10,2.6,602,14.1,1948
90,속초,2017-04-03,17.3,11.4,2354,23.5,1555
90,속초,2017-04-04,15.9,7.4,609,20.9,1315
90,속초,2017-04-05,13.8,9.7,2215,17.9,3
90,속초,2017-04-06,14.1,9.7,8,21.8,1403
90,속초,2017-04-07,13.6,9.5,540,16.3,855
90,속초,2017-04-08,14.7,10.7,638,20.5,950
90,속초,2017-04-09,11.4,7.3,2245,15.9,1344
90,속초,2017-04-10,10.9,6.7,619,15.2,1246
90,속초,2017-04-11,10.9,7.5,121,15.4,1247
90,속초,2017-04-12,12.5,7.5,636,17,1750
90,속초,2017-04-13,14.7,7.8,631,21.3,1539
90,속초,2017-04-14,16.9,13.9,1551,23.6,1339
90,속초,2017-04-15,20.8,15.3,359,25.9,1534
90,속초,2017-04-16,22.4,16.7,1917,28.1,1208
90,속초,2017-04-17,13.2,10.8,1757,21.9,24
90,속초,2017-04-18,12.2,8.3,521,19.6,1103
90,속초,2017-04-19,13.4,9.5,2232,21.3,1418
90,속초,2017-04-20,15.6,11.1,1,19.4,1600
90,속초,2017-04-21,13.1,10,2304,16.8,848
90,속초,2017-04-22,12.7,8.4,422,17.2,1344
90,속초,2017-04-23,17.4,9,41,22,1828
90,속초,2017-04-24,16.7,11.9,627,20.7,1146
90,속초,2017-04-25,15.9,14,1926,19.9,934
90,속초,2017-04-26,14.2,8.9,2343,18.1,1328
90,속초,2017-04-27,14.1,6.9,238,18.1,1100
90,속초,2017-04-28,17.6,12.8,2345,24.4,1529
90,속초,2017-04-29,19.2,9.5,308,27.1,1608
90,속초,2017-04-30,21.6,14.4,2359,30.8,1611
90,속초,2017-05-01,14.6,9.3,510,19.3,1300
90,속초,2017-05-02,14,9.4,32,18.8,1217
90,속초,2017-05-03,15.4,10.8,607,20.5,1219
90,속초,2017-05-04,17.6,11.6,29,24.3,1438
90,속초,2017-05-05,21.4,16.5,123,25.5,917
90,속초,2017-05-06,17.7,10.8,622,23.6,1405
90,속초,2017-05-07,20.1,14,401,25.2,1535
90,속초,2017-05-08,21.9,14.4,2400,27.5,1305
90,속초,2017-05-09,13.6,12.5,551,16.4,1608
90,속초,2017-05-10,14.4,12.1,206,17.5,2354
90,속초,2017-05-11,22.3,15.7,542,28.4,1337
90,속초,2017-05-12,21.8,16.2,2357,27,1307
90,속초,2017-05-13,15.4,12.9,617,18.6,1946
90,속초,2017-05-14,18.5,14.9,527,22.6,1347
90,속초,2017-05-15,16.9,12.3,2337,22.8,1339
90,속초,2017-05-16,14.8,11.2,443,18.9,1114
90,속초,2017-05-17,15.9,11.3,248,20.3,1709
90,속초,2017-05-18,23.5,13.6,3,30.8,1537
90,속초,2017-05-19,27,22.6,258,34.3,1554
90,속초,2017-05-20,22.3,17.1,2358,30,1045
90,속초,2017-05-21,20.1,15.8,349,27.3,1511
90,속초,2017-05-22,16.5,15.3,2106,18.8,922
90,속초,2017-05-23,17.2,13.6,527,22.5,1512
90,속초,2017-05-24,17.6,15.4,648,20.9,1648
90,속초,2017-05-25,17.9,11.2,2337,26.5,1008
90,속초,2017-05-26,14.1,10.5,202,16.6,837
90,속초,2017-05-27,16.5,9.4,448,21.9,1221
90,속초,2017-05-28,19.8,11.9,347,26.3,2200
90,속초,2017-05-29,23.2,18.1,2354,28.3,1240
90,속초,2017-05-30,24,18.1,1,30.3,1345
90,속초,2017-05-31,23.4,18.4,2247,26.3,332
90,속초,2017-06-01,16.7,10.5,2355,22.4,1045
90,속초,2017-06-02,16,9.9,301,20.8,1439
90,속초,2017-06-03,17,13.8,147,20.5,1136
90,속초,2017-06-04,17.4,11.3,408,22.2,1431
90,속초,2017-06-05,17.3,12,524,22.1,1119
90,속초,2017-06-06,16,12.6,353,20.5,1227
90,속초,2017-06-07,16.1,14,1,18.1,2347
90,속초,2017-06-08,24.3,17.2,54,29.5,1502
90,속초,2017-06-09,23,17.8,2128,29.5,1554
90,속초,2017-06-10,18.2,12.5,2358,22,1356
90,속초,2017-06-11,17,10.8,315,21.9,1125
90,속초,2017-06-12,17,14.1,350,19.8,1314
90,속초,2017-06-13,16.7,12.5,507,21.3,1354
90,속초,2017-06-14,23.7,14,519,29.7,1544
90,속초,2017-06-15,21.7,18,2346,25.5,126
90,속초,2017-06-16,19.2,16.4,542,22.9,1244
90,속초,2017-06-17,19.4,16.4,139,22.9,1344
90,속초,2017-06-18,19.9,16.2,420,23.3,1417
90,속초,2017-06-19,21.1,18.1,309,25.8,1733
90,속초,2017-06-20,20.9,17.3,525,26.3,1453
90,속초,2017-06-21,20.5,18.9,2213,23.5,1025
90,속초,2017-06-22,22.1,18.1,354,25.7,1342
90,속초,2017-06-23,21.5,18.8,510,24.4,1323
90,속초,2017-06-24,20.7,19.7,102,23.4,1113
90,속초,2017-06-25,20.8,18.4,454,25.4,1302
90,속초,2017-06-26,19.2,18.3,2356,20.2,1102
90,속초,2017-06-27,20.9,18,230,24.4,1456
90,속초,2017-06-28,21.7,19.7,4,25.2,1504
90,속초,2017-06-29,22.5,20.3,226,26.2,1305
90,속초,2017-06-30,26,20.2,3,29.5,2152
90,속초,2017-07-01,28.9,25.6,128,32.1,1239
90,속초,2017-07-02,24.4,21,2245,29.8,130
90,속초,2017-07-03,23.5,20.9,601,26.6,1103
90,속초,2017-07-04,22.3,20.9,2355,24.9,7
90,속초,2017-07-05,22.8,18.9,528,26.5,1721
90,속초,2017-07-06,23.1,20,115,27.2,1321
90,속초,2017-07-07,23,20.5,214,26,1328
90,속초,2017-07-08,23.8,22.1,141,27.4,1636
90,속초,2017-07-09,28,23.4,207,32.4,856
90,속초,2017-07-10,23.4,21.2,2234,26.4,22
90,속초,2017-07-11,28.9,21.6,127,33.9,1546
90,속초,2017-07-12,29.3,23.8,315,34.2,1525
90,속초,2017-07-13,27.3,23.1,436,31.2,1121
90,속초,2017-07-14,29.5,24.3,42,34.6,1109
90,속초,2017-07-15,27.9,25,302,32.6,1423
90,속초,2017-07-16,29.6,25.4,541,34.3,1347
90,속초,2017-07-17,30.6,27.5,2347,33.9,1446
90,속초,2017-07-18,29.1,25.4,2353,32.6,1004
90,속초,2017-07-19,27.6,24.4,450,32.8,1352
90,속초,2017-07-20,28.5,23.8,358,32.2,1446
90,속초,2017-07-21,29.9,25.3,2335,34.9,1511
90,속초,2017-07-22,22.5,21.4,2052,25.3,1
90,속초,2017-07-23,22.3,21.9,216,22.9,1016
90,속초,2017-07-24,23.4,21.9,209,26.1,1602
90,속초,2017-07-25,23.6,22.1,2333,25.7,1017
90,속초,2017-07-26,24.1,20.7,2350,27.5,1042
90,속초,2017-07-27,23.1,19.7,207,26.2,1241
90,속초,2017-07-28,22.5,21.4,838,23.6,1334
90,속초,2017-07-29,23.2,21.9,611,26.3,1520
90,속초,2017-07-30,23.8,21.7,149,27.7,1248
90,속초,2017-07-31,22.9,21.8,229,23.9,955
90,속초,2017-08-01,23.8,21.7,535,25.6,1327
90,속초,2017-08-02,24.7,22.8,659,27.4,1348
90,속초,2017-08-03,25.2,21.4,538,28.6,1318
90,속초,2017-08-04,25.7,21.9,541,28.9,1141
90,속초,2017-08-05,26.7,25.1,2349,30.3,1159
90,속초,2017-08-06,26.6,24.7,101,29,1200
90,속초,2017-08-07,26.3,23.5,557,29.4,1352
90,속초,2017-08-08,26.9,24,2351,30.1,1129
90,속초,2017-08-09,24.6,22.8,2345,27.4,1138
90,속초,2017-08-10,23,22,2342,23.9,1524
90,속초,2017-08-11,23,21.6,2359,25.3,1439
90,속초,2017-08-12,23,20.8,2201,27.1,1322
90,속초,2017-08-13,23.5,20.3,154,27.3,1300
90,속초,2017-08-14,23.5,21.3,348,25.4,1233
90,속초,2017-08-15,21.4,19.2,1656,24.3,936
90,속초,2017-08-16,21.3,19.4,630,23.7,1537
90,속초,2017-08-17,21.2,20.3,205,22.1,1028
90,속초,2017-08-18,21.9,20.8,459,23.6,1023
90,속초,2017-08-19,21.7,20.9,543,23.2,1538
90,속초,2017-08-20,21.7,21,511,22.5,1355
90,속초,2017-08-21,22.7,21.7,509,25.8,942
90,속초,2017-08-22,26.3,21.8,604,32.4,1536
90,속초,2017-08-23,26,24.1,1958,28.5,950
90,속초,2017-08-24,28.3,24,1342,31.4,739
90,속초,2017-08-25,25.6,21.8,230,30.5,1124
90,속초,2017-08-26,24.9,20.5,2343,29.7,1626
90,속초,2017-08-27,22,17.3,536,26.9,1237
90,속초,2017-08-28,21.5,18.5,1954,25.4,1302
90,속초,2017-08-29,19.8,16.4,2151,22.9,1143
90,속초,2017-08-30,20.6,16.4,553,25.3,1600
90,속초,2017-08-31,20.7,17.2,2352,24.5,1239
90,속초,2017-09-01,20,15.8,2329,24.4,1349
90,속초,2017-09-02,19.9,14.4,451,24.3,1359
90,속초,2017-09-03,20.4,13.9,537,25.7,1257
90,속초,2017-09-04,21.9,16.4,221,26.1,1410
90,속초,2017-09-05,20.4,17.3,447,23.1,1125
90,속초,2017-09-06,22.4,18.4,40,27.1,1325
90,속초,2017-09-07,22.6,19,558,27.1,1236
90,속초,2017-09-08,23.2,18.7,514,28.4,1251
90,속초,2017-09-09,23.5,18.4,456,27.8,1316
90,속초,2017-09-10,22.9,19.9,547,25.7,1258
90,속초,2017-09-11,19.3,17.1,809,22.2,27
90,속초,2017-09-12,21.2,15.6,529,25.5,1320
90,속초,2017-09-13,20.3,15.7,2356,24.2,1316
90,속초,2017-09-14,19.7,15.4,359,23.8,1233
90,속초,2017-09-15,20,16.1,336,25.2,1251
90,속초,2017-09-16,20.2,15.2,227,23.7,1323
90,속초,2017-09-17,18.9,16.7,2347,21.7,910
90,속초,2017-09-18,22.1,14.2,614,27.5,1309
90,속초,2017-09-19,22.3,15.4,1632,27.9,1244
90,속초,2017-09-20,19.9,14.7,2226,24.4,1114
90,속초,2017-09-21,19.4,13.8,157,24.1,1322
90,속초,2017-09-22,19.6,14.3,530,24.3,1333
90,속초,2017-09-23,21.5,16.6,2341,25.6,1131
90,속초,2017-09-24,20.9,14.9,622,25.8,2231
90,속초,2017-09-25,21.1,16.7,621,24.8,1255
90,속초,2017-09-26,21.5,18.2,34,24.6,1301
90,속초,2017-09-27,19.5,16.6,2345,22.2,408
90,속초,2017-09-28,19.6,15.3,638,25.6,1409
90,속초,2017-09-29,17.9,13.1,253,22.8,1414
90,속초,2017-09-30,21.9,15.9,534,26.4,1459
90,속초,2017-10-01,20.3,17.1,2359,25,1339
90,속초,2017-10-02,18.8,16.2,27,21.7,1417
90,속초,2017-10-03,14.2,11.4,2216,18.2,1
90,속초,2017-10-04,13.8,11.2,332,17.1,1107
90,속초,2017-10-05,15.7,10.4,335,21.1,1228
90,속초,2017-10-06,15.7,13.9,345,17.3,1238
90,속초,2017-10-07,18.1,15.9,1,21,1330
90,속초,2017-10-08,18.8,15.8,206,23.2,1115
90,속초,2017-10-09,19.8,16.6,41,23.2,1047
90,속초,2017-10-10,16.4,14,1905,19.6,239
90,속초,2017-10-11,14.7,12.9,643,17.2,1412
90,속초,2017-10-12,12.8,9,2306,14.9,1012
90,속초,2017-10-13,12.1,7.8,555,16.2,1443
90,속초,2017-10-14,13.1,8.3,608,18.3,1241
90,속초,2017-10-15,13.6,8.3,546,18.4,1256
90,속초,2017-10-16,14.1,11.6,610,18.1,1256
90,속초,2017-10-17,14.5,10.5,411,18.4,1310
90,속초,2017-10-18,14.3,11.9,2309,17.8,935
90,속초,2017-10-19,13.9,9.5,2338,18.9,1233
90,속초,2017-10-20,13.8,9.4,403,18.5,1332
90,속초,2017-10-21,14.4,9.3,2346,20.5,1234
90,속초,2017-10-22,14,8.5,202,16.7,902
90,속초,2017-10-23,11.3,6.3,2358,15,1312
90,속초,2017-10-24,11.2,5.1,514,17.2,1221
90,속초,2017-10-25,13.2,6.9,521,19.4,1320
90,속초,2017-10-26,13.9,9.6,211,18.8,1012
90,속초,2017-10-27,14.4,11.2,542,18.5,1345
90,속초,2017-10-28,15,11.7,341,19.5,1245
90,속초,2017-10-29,13.4,7.9,2208,21.2,1222
90,속초,2017-10-30,8.3,4.3,601,12.9,1426
90,속초,2017-10-31,12.3,4,357,18.3,1325
90,속초,2017-11-01,16,13.3,343,18.9,1313
90,속초,2017-11-02,16.5,13.4,637,20.4,1456
90,속초,2017-11-03,12.4,4.5,2316,17.2,250
90,속초,2017-11-04,8.7,4.2,209,12.6,1405
90,속초,2017-11-05,11.2,4.8,655,15.9,1452
90,속초,2017-11-06,14.3,9.1,717,19.1,1448
90,속초,2017-11-07,16.8,11.9,743,19.7,1300
90,속초,2017-11-08,16,9.8,2340,20.3,1329
90,속초,2017-11-09,10,6.1,614,15,1256
90,속초,2017-11-10,12.3,6.7,124,19.4,1258
90,속초,2017-11-11,7.2,2.9,2244,12.1,1348
90,속초,2017-11-12,7.8,1,717,13.2,1405
90,속초,2017-11-13,11.6,6.2,36,15,1235
90,속초,2017-11-14,9.4,4.9,2330,13.5,3
90,속초,2017-11-15,4,-.1,2349,7,1216
90,속초,2017-11-16,3,-2.1,623,7.8,1413
90,속초,2017-11-17,6.4,-.3,11,11.8,1518
90,속초,2017-11-18,.8,-2.5,2354,6.5,4
90,속초,2017-11-19,.3,-4,720,4.7,1407
90,속초,2017-11-20,1.9,-1.6,448,6.3,1305
90,속초,2017-11-21,4,-2.6,539,10.7,1416
90,속초,2017-11-22,6.7,3.1,10,10.7,1259
90,속초,2017-11-23,1.9,-.9,748,4.8,1211
90,속초,2017-11-24,.5,-2.8,614,4.1,1214
90,속초,2017-11-25,4.3,-2.8,701,9.8,1356
90,속초,2017-11-26,4.6,.7,2119,8.1,1316
90,속초,2017-11-27,4.7,0,536,10.6,1516
90,속초,2017-11-28,10.5,3,14,14.7,1238
90,속초,2017-11-29,8.8,4.7,2341,13.5,1339
90,속초,2017-11-30,2.7,-2.4,2317,6.6,1146
90,속초,2017-12-01,-.5,-4,411,3.4,1233
90,속초,2017-12-02,3.8,-1.9,127,7.1,1524
90,속초,2017-12-03,6.8,3.8,310,9.6,1258
90,속초,2017-12-04,2.8,-3.2,2355,6.5,209
90,속초,2017-12-05,-3.3,-7,632,.6,1407
90,속초,2017-12-06,1.4,-4.1,619,6.3,1426
90,속초,2017-12-07,3,-2.2,2325,7.9,1327
90,속초,2017-12-08,-.7,-4.7,401,4.5,1305
90,속초,2017-12-09,1.6,-3.2,738,5.3,1304
90,속초,2017-12-10,3.7,-.7,2359,8.1,1517
90,속초,2017-12-11,-5.5,-7.9,2340,-.7,1
90,속초,2017-12-12,-5.8,-9,604,-3,1216
90,속초,2017-12-13,-3.7,-8,652,2.3,1435
90,속초,2017-12-14,-.8,-5.7,325,4.3,1246
90,속초,2017-12-15,1.4,-3,607,4.4,1038
90,속초,2017-12-16,-3.3,-8.1,2347,1,1
90,속초,2017-12-17,-4.6,-9.9,629,-.6,1251
90,속초,2017-12-18,.5,-4.4,313,4.3,1956
90,속초,2017-12-19,-1.8,-4.2,2357,1.6,1342
90,속초,2017-12-20,.3,-5.2,309,4.5,1437
90,속초,2017-12-21,1.9,-2.9,748,6.7,1203
90,속초,2017-12-22,5.8,-.3,17,10.4,1319
90,속초,2017-12-23,8.3,5.1,2018,11.4,1206
90,속초,2017-12-24,4.6,1,1950,9.2,59
90,속초,2017-12-25,0,-2.1,2244,3.6,1314
90,속초,2017-12-26,-2,-6.4,2255,1.8,1112
90,속초,2017-12-27,-3,-7,148,.5,1420
90,속초,2017-12-28,.5,-5.2,659,4.2,1443
90,속초,2017-12-29,4.7,-.3,2257,9,1409
90,속초,2017-12-30,3.7,-.2,251,7.5,1232
90,속초,2017-12-31,2.6,-1.3,2352,5.5,1243
93,북춘천,2017-01-01,-.4,-5.5,507,5.8,1352
93,북춘천,2017-01-02,2.2,-2.3,2330,8.6,1537
93,북춘천,2017-01-03,-.3,-6.2,712,7.8,1445
93,북춘천,2017-01-04,.7,-5,733,10.4,1520
93,북춘천,2017-01-05,2.1,-5.4,545,8.5,1440
93,북춘천,2017-01-06,2.9,-2.6,2355,10.4,1459
93,북춘천,2017-01-07,.5,-4.5,604,8.3,1543
93,북춘천,2017-01-08,5,-1.6,26,11.6,1417
93,북춘천,2017-01-09,2.9,-4.5,2358,7.4,1315
93,북춘천,2017-01-10,-3,-8.2,2333,2.7,1357
93,북춘천,2017-01-11,-4.8,-11.4,741,1.6,1408
93,북춘천,2017-01-12,-2.2,-8.5,809,3.3,1506
93,북춘천,2017-01-13,-5.7,-10.3,550,-.3,1514
93,북춘천,2017-01-14,-9,-13.8,701,-4,1445
93,북춘천,2017-01-15,-9,-15.8,706,-.1,1529
93,북춘천,2017-01-16,-7,-14.7,743,3.1,1532
93,북춘천,2017-01-17,-5.4,-12.7,622,4.6,1506
93,북춘천,2017-01-18,-3.4,-9.9,754,4,1454
93,북춘천,2017-01-19,-2.6,-8.7,633,5.1,1459
93,북춘천,2017-01-20,-2.9,-8.8,2356,1.4,1458
93,북춘천,2017-01-21,-6.2,-13,746,-.7,1547
93,북춘천,2017-01-22,-7.7,-13.3,810,-2.8,1311
93,북춘천,2017-01-23,-10.3,-16.5,721,-3.2,1629
93,북춘천,2017-01-24,-9.4,-17,744,-.6,1530
93,북춘천,2017-01-25,-8.5,-15.8,722,1.2,1559
93,북춘천,2017-01-26,-4.5,-14.7,615,2.3,1834
93,북춘천,2017-01-27,-3,-11.6,2355,1.2,328
93,북춘천,2017-01-28,-5.7,-15.4,723,3,1536
93,북춘천,2017-01-29,-.4,-2.9,1,1.3,1056
93,북춘천,2017-01-30,-2.8,-8.1,2400,.4,158
93,북춘천,2017-01-31,-8.6,-15,550,-.3,1530
93,북춘천,2017-02-01,-6.1,-13.1,230,2.6,1520
93,북춘천,2017-02-02,-5.8,-15.7,652,4.9,1523
93,북춘천,2017-02-03,-3.2,-11.5,653,6.3,1544
93,북춘천,2017-02-04,-2.4,-9.4,628,1.9,1506
93,북춘천,2017-02-05,1.1,-1.8,2357,3.2,1138
93,북춘천,2017-02-06,-1.7,-5.9,2308,3.3,1602
93,북춘천,2017-02-07,-4.1,-10.5,724,2.7,1607
93,북춘천,2017-02-08,-2.6,-8.9,700,3,1422
93,북춘천,2017-02-09,-5,-10.3,734,.3,1421
93,북춘천,2017-02-10,-7,-13,713,-1.3,1538
93,북춘천,2017-02-11,-6.4,-14.4,713,1.1,1528
93,북춘천,2017-02-12,-4.2,-12.2,730,5.7,1554
93,북춘천,2017-02-13,-2.7,-10.8,702,6.4,1536
93,북춘천,2017-02-14,-1.7,-9.1,723,6.9,1518
93,북춘천,2017-02-15,-.3,-8.3,707,8.9,1518
93,북춘천,2017-02-16,4,-6.5,706,10.4,1604
93,북춘천,2017-02-17,4.1,-4.2,2346,9.9,15
93,북춘천,2017-02-18,-2.4,-8.4,723,4.8,1408
93,북춘천,2017-02-19,-1,-6.9,623,4.4,1430
93,북춘천,2017-02-20,0,-5.1,2330,3.1,933
93,북춘천,2017-02-21,-1.7,-8.9,556,6.9,1714
93,북춘천,2017-02-22,.5,-1.8,8,2.4,1103
93,북춘천,2017-02-23,.8,-2.8,2335,4.4,1645
93,북춘천,2017-02-24,-1,-8.3,703,6.2,1406
93,북춘천,2017-02-25,.9,-6.3,703,8.2,1531
93,북춘천,2017-02-26,1.7,-5.3,712,9.5,1524
93,북춘천,2017-02-27,1.5,-6,719,11.5,1601
93,북춘천,2017-02-28,2.8,-5.7,657,12.2,1530
93,북춘천,2017-03-01,4.1,-.8,250,9.7,1536
93,북춘천,2017-03-02,2.7,-2.5,2344,6.8,1659
93,북춘천,2017-03-03,1.5,-6.1,609,9.7,1558
93,북춘천,2017-03-04,3.2,-3.8,528,12.6,1447
93,북춘천,2017-03-05,4.3,-3.7,706,12.1,1507
93,북춘천,2017-03-06,1.5,-2.4,2400,5.2,1436
93,북춘천,2017-03-07,-.8,-4.8,249,4.2,1551
93,북춘천,2017-03-08,-.5,-8.3,637,5.9,1350
93,북춘천,2017-03-09,2.9,-5.2,656,10.6,1512
93,북춘천,2017-03-10,3.2,-5.8,605,12.6,1618
93,북춘천,2017-03-11,5.1,-5.3,556,16.4,1647
93,북춘천,2017-03-12,6.8,.1,648,13.7,1603
93,북춘천,2017-03-13,6.5,-1.4,635,14.5,1632
93,북춘천,2017-03-14,3.3,-3.2,604,12.5,1350
93,북춘천,2017-03-15,3.1,-5.9,651,13,1636
93,북춘천,2017-03-16,4.3,-4.9,613,13.8,1507
93,북춘천,2017-03-17,5.9,-4.1,607,16.2,1546
93,북춘천,2017-03-18,8.2,2.4,640,16.9,1511
93,북춘천,2017-03-19,7.7,-2.5,623,19,1601
93,북춘천,2017-03-20,7.1,-1.3,654,15.3,1605
93,북춘천,2017-03-21,4.5,-.6,2353,11.2,1633
93,북춘천,2017-03-22,5.8,-4.4,626,15.5,1512
93,북춘천,2017-03-23,6.8,-.9,645,14.9,1501
93,북춘천,2017-03-24,6.2,-2.4,622,14.2,1525
93,북춘천,2017-03-25,4.3,.3,526,7.8,1431
93,북춘천,2017-03-26,5.6,3.4,2346,10.3,1330
93,북춘천,2017-03-27,4.3,.4,2348,9.8,1227
93,북춘천,2017-03-28,4.7,.6,1,9.8,1524
93,북춘천,2017-03-29,5.7,-2,541,15.8,1507
93,북춘천,2017-03-30,8.9,-1.8,538,18.8,1515
93,북춘천,2017-03-31,7,5.6,2245,10.6,36
93,북춘천,2017-04-01,6.5,2.8,2350,11.2,1326
93,북춘천,2017-04-02,7,.7,220,16.4,1618
93,북춘천,2017-04-03,10,-.8,643,21.6,1458
93,북춘천,2017-04-04,11.7,.9,625,22.2,1616
93,북춘천,2017-04-05,10,6.9,456,13.9,1320
93,북춘천,2017-04-06,12.8,9.6,1,17.1,1343
93,북춘천,2017-04-07,15.9,9.7,529,25.5,1710
93,북춘천,2017-04-08,16.2,8.1,629,23.7,1353
93,북춘천,2017-04-09,13.7,9.7,2346,16.9,1618
93,북춘천,2017-04-10,14.1,3.9,630,23.2,1612
93,북춘천,2017-04-11,15,9.5,636,23,1557
93,북춘천,2017-04-12,11.4,4,615,17.6,1501
93,북춘천,2017-04-13,11.7,-.1,545,19.5,1423
93,북춘천,2017-04-14,12.5,5.6,633,21,1213
93,북춘천,2017-04-15,15.5,10.6,635,24.7,1523
93,북춘천,2017-04-16,17.6,8.4,615,26.3,1450
