지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
90,속초,2023-03-24,7.4,5.8,331,9.8,644
90,속초,2023-03-25,6.4,4.8,906,8.4,1651
90,속초,2023-03-26,5.8,2.2,2219,9,1101
90,속초,2023-03-27,7.1,1.4,647,12.3,1335
90,속초,2023-03-28,9.6,2.9,514,15.6,1309
90,속초,2023-03-29,12.6,6,633,16.4,2159
90,속초,2023-03-30,19.3,12.2,146,25.4,1520
90,속초,2023-03-31,13.8,8.7,2326,17.4,1
90,속초,2023-04-01,12.5,7,639,17,1451
90,속초,2023-04-02,11.3,7.9,2340,15.4,1317
90,속초,2023-04-03,11.5,6.4,605,16.1,1439
90,속초,2023-04-04,11.9,7.7,223,16.1,1256
90,속초,2023-04-05,11.4,10.3,410,12.6,1614
90,속초,2023-04-06,13.5,10.7,529,18.2,1122
90,속초,2023-04-07,11.9,7.2,2344,18,1257
90,속초,2023-04-08,11.2,5.3,528,16.4,1501
90,속초,2023-04-09,14.8,6.5,340,21.8,1507
90,속초,2023-04-10,17.7,12.3,429,23.2,1535
90,속초,2023-04-11,17.6,12.5,1405,23.2,1302
90,속초,2023-04-12,13.6,9.2,520,18.1,1400
90,속초,2023-04-13,17.5,10.6,455,23.3,1315
90,속초,2023-04-14,12.1,7.6,2355,17.5,340
90,속초,2023-04-15,7.5,6.5,2222,10,959
90,속초,2023-04-16,7.9,6.7,1,10.9,1622
90,속초,2023-04-17,10,4,608,14.1,1231
90,속초,2023-04-18,10.6,8.7,703,15.1,2400
90,속초,2023-04-19,11,8.7,2341,16.8,820
90,속초,2023-04-20,19.3,8.2,104,26.9,1221
90,속초,2023-04-21,12.1,6.9,2252,15.5,1332
90,속초,2023-04-22,10.6,5.2,314,15.5,1350
90,속초,2023-04-23,11.1,7.1,1,14.4,1441
90,속초,2023-04-24,10.9,6.9,2337,13.8,1221
90,속초,2023-04-25,10.3,6.3,415,14.9,1408
90,속초,2023-04-26,10.7,6.7,2340,16.2,1101
90,속초,2023-04-27,12.9,5.4,104,19.3,1343
90,속초,2023-04-28,17,10.1,15,22.9,1748
90,속초,2023-04-29,13.2,10.6,1804,17.9,9
90,속초,2023-04-30,15.6,11.7,249,20.4,1414
90,속초,2023-05-01,14.2,9.5,2140,17.9,952
90,속초,2023-05-02,16.3,10,37,21.7,1335
90,속초,2023-05-03,19.5,13.8,326,23.7,1022
90,속초,2023-05-04,17.7,14.6,2303,22.6,1020
90,속초,2023-05-05,12.8,10.9,2240,15.4,235
90,속초,2023-05-06,9.1,6.9,2252,11,1
90,속초,2023-05-07,9.6,6,150,14.2,1715
90,속초,2023-05-08,13.6,5.5,509,18.3,1632
90,속초,2023-05-09,22.9,15.7,540,28.9,1458
90,속초,2023-05-10,15.7,10.7,447,21.1,1700
90,속초,2023-05-11,13.8,11.8,2320,18.3,1110
90,속초,2023-05-12,14.5,9.9,520,19.9,1530
90,속초,2023-05-13,13,9.7,441,16.6,9
90,속초,2023-05-14,14.3,12.6,714,17,1402
90,속초,2023-05-15,16.3,11.7,611,23.2,2233
90,속초,2023-05-16,27.5,17.8,304,34.4,1417
90,속초,2023-05-17,25.4,20.3,531,31.6,1620
90,속초,2023-05-18,19.8,14.8,2243,26.5,1222
90,속초,2023-05-19,14.5,11.5,2355,17.2,1235
90,속초,2023-05-20,17.8,10.4,515,24.6,2133
90,속초,2023-05-21,22.5,20,643,27.3,1422
90,속초,2023-05-22,17.9,12.4,2347,21.1,1544
90,속초,2023-05-23,16.9,10.7,136,22.9,950
90,속초,2023-05-24,18.1,10.6,430,25.5,1205
90,속초,2023-05-25,18.4,15,439,24.2,1218
90,속초,2023-05-26,19.2,15.2,443,23.9,1255
90,속초,2023-05-27,18.7,16.1,2326,24.8,819
90,속초,2023-05-28,15.6,14.6,907,17.1,2140
90,속초,2023-05-29,17.3,15.2,611,21.5,1130
90,속초,2023-05-30,17.1,14.3,2341,21.6,1423
90,속초,2023-05-31,17.4,12.1,457,21.3,1336
90,속초,2023-06-01,20.8,16,38,28.2,1235
90,속초,2023-06-02,19.4,16.6,2319,24.1,734
90,속초,2023-06-03,23.5,13.3,531,30.1,1411
90,속초,2023-06-04,25,19.4,2400,29.7,1052
90,속초,2023-06-05,25.5,17.7,230,30.9,1431
90,속초,2023-06-06,22.5,19,2101,26,940
90,속초,2023-06-07,24,19.3,447,26.6,1228
90,속초,2023-06-08,23.1,19.1,2123,27.7,1058
90,속초,2023-06-09,19.5,14.3,534,23.5,1531
90,속초,2023-06-10,18.7,16.2,2204,23.4,836
90,속초,2023-06-11,18.7,16.1,502,22.4,1503
90,속초,2023-06-12,18.9,16.7,43,22.1,959
90,속초,2023-06-13,18.9,15.6,2329,24.3,1247
90,속초,2023-06-14,18.6,13.9,305,22.5,1245
90,속초,2023-06-15,19.5,17.1,223,23.3,1458
90,속초,2023-06-16,22.8,16.1,246,28.8,1532
90,속초,2023-06-17,27,20.5,326,32.2,1038
90,속초,2023-06-18,23.4,20.9,2342,27.4,819
90,속초,2023-06-19,22.1,19.1,426,25.5,1320
90,속초,2023-06-20,21.1,20.3,2315,23.1,1311
90,속초,2023-06-21,18.8,17.8,2317,21.3,1503
90,속초,2023-06-22,20.4,16.3,430,23.6,1041
90,속초,2023-06-23,21.4,17.7,529,25.3,1231
90,속초,2023-06-24,21,16.6,512,24.8,1426
90,속초,2023-06-25,21.7,18.6,250,25.8,1427
90,속초,2023-06-26,20.4,19.4,29,22.1,2306
90,속초,2023-06-27,26.8,20,109,32.4,1523
90,속초,2023-06-28,28.8,23.2,554,34.3,1617
90,속초,2023-06-29,23.7,19.9,1954,29.1,204
90,속초,2023-06-30,21.9,19.7,343,24.8,1152
90,속초,2023-07-01,23.2,19.9,619,27.7,2303
90,속초,2023-07-02,25.9,21.7,2358,33,951
90,속초,2023-07-03,23.4,21.2,48,26.7,1100
90,속초,2023-07-04,23.4,22,101,26,1442
90,속초,2023-07-05,27.4,21.8,443,33.3,1615
90,속초,2023-07-06,30.1,25.3,159,34.5,1456
90,속초,2023-07-07,24.5,20.7,2239,31.7,12
90,속초,2023-07-08,22.6,19.6,505,26.6,1417
90,속초,2023-07-09,22.5,21.2,1208,26.8,1629
90,속초,2023-07-10,27.6,22,15,33.7,1603
90,속초,2023-07-11,26.3,23.2,1952,30.3,932
90,속초,2023-07-12,26,23.3,2349,31.3,938
90,속초,2023-07-13,24.3,22.9,403,26.8,1149
90,속초,2023-07-14,26.5,23.1,342,29.6,1729
90,속초,2023-07-15,25.9,23.5,2008,29.6,625
90,속초,2023-07-16,25.3,24,537,28.2,320
90,속초,2023-07-17,25,23.8,2244,27.5,1416
90,속초,2023-07-18,25,22.7,2303,28.1,1223
90,속초,2023-07-19,23.8,21.4,2358,27.5,1147
90,속초,2023-07-20,23.8,20.6,314,27.8,1321
90,속초,2023-07-21,24.6,22.4,35,27.8,1458
90,속초,2023-07-22,24.9,22.9,537,28,1434
90,속초,2023-07-23,24.5,22.6,2024,28.7,759
90,속초,2023-07-24,26.3,23,2027,31.9,1750
90,속초,2023-07-25,27.3,23.8,209,32.9,1433
90,속초,2023-07-26,27,23.9,759,31,1417
90,속초,2023-07-27,28.5,25.7,1,32.5,1346
90,속초,2023-07-28,28.2,25.1,322,32.1,1009
90,속초,2023-07-29,29,24.5,446,33.4,1202
90,속초,2023-07-30,29.1,24.1,413,35.1,1555
90,속초,2023-07-31,27.7,25,2340,30.6,1149
90,속초,2023-08-01,27.2,23.4,435,31.8,1459
90,속초,2023-08-02,30.3,25.3,314,34.9,1105
90,속초,2023-08-03,31.5,25.1,438,36.3,1201
90,속초,2023-08-04,31.2,26.7,319,36.6,1625
90,속초,2023-08-05,31,26.2,430,35.8,954
90,속초,2023-08-06,27,25.4,2130,30,1005
90,속초,2023-08-07,23.8,21.6,2108,26.1,1
90,속초,2023-08-08,22.8,21.2,2042,24.3,1446
90,속초,2023-08-09,21.8,21.1,634,23.1,1149
90,속초,2023-08-10,22.2,20.8,55,24.2,1706
90,속초,2023-08-11,25.4,22.1,458,31.6,1131
90,속초,2023-08-12,23.2,21.8,403,24.4,1141
90,속초,2023-08-13,22.8,22,45,24.8,833
90,속초,2023-08-14,23.2,21.7,424,26.4,1532
90,속초,2023-08-15,22.1,21.5,717,23.2,1002
90,속초,2023-08-16,23.2,21.2,615,25.9,1308
90,속초,2023-08-17,24.1,21.9,21,27.4,1407
90,속초,2023-08-18,24.1,21.9,403,27.7,1210
90,속초,2023-08-19,24.5,21.7,138,27.5,1551
90,속초,2023-08-20,24.7,23.6,17,27,817
90,속초,2023-08-21,25.6,22.9,537,28.7,1458
90,속초,2023-08-22,26.7,23.1,2340,34.1,1705
90,속초,2023-08-23,23.4,20.5,2157,29.2,1002
90,속초,2023-08-24,22.3,20.9,939,24.3,1621
90,속초,2023-08-25,23.7,21.4,423,26.7,1448
90,속초,2023-08-26,24.6,20.6,436,29.3,1125
90,속초,2023-08-27,23.1,21,39,25.9,1303
90,속초,2023-08-28,21.5,20.6,746,22.5,1351
90,속초,2023-08-29,23.9,21.8,10,26,1622
90,속초,2023-08-30,22.5,20.7,2317,24.9,46
90,속초,2023-08-31,22.5,19.1,2358,26.6,1620
90,속초,2023-09-01,22.8,17.6,626,28.9,1451
90,속초,2023-09-02,22.7,19,604,26.7,1145
90,속초,2023-09-03,22.5,20.3,59,24.6,1210
90,속초,2023-09-04,23.6,21.9,208,26.4,1119
90,속초,2023-09-05,23.7,21.6,2354,27,1319
90,속초,2023-09-06,23.4,20.5,2342,27,1223
90,속초,2023-09-07,22.4,18.7,2335,27,1245
90,속초,2023-09-08,22.3,18.4,554,27.2,1317
90,속초,2023-09-09,22.1,17.4,550,26.8,1320
90,속초,2023-09-10,22.3,18.3,354,26.2,1228
90,속초,2023-09-11,23,19.2,152,26.2,856
90,속초,2023-09-12,24.4,20.7,434,28.5,903
90,속초,2023-09-13,20.2,18.3,1911,23.2,116
90,속초,2023-09-14,21.1,18.7,1,23.5,1506
90,속초,2023-09-15,21,19.7,2,21.8,1108
90,속초,2023-09-16,21.5,20.2,500,23.2,1418
90,속초,2023-09-17,22,20.3,2358,23.7,1344
90,속초,2023-09-18,23.1,20.2,4,26.1,1016
90,속초,2023-09-19,25.9,20.6,615,30.6,1433
90,속초,2023-09-20,19.6,16.3,2222,25.5,107
90,속초,2023-09-21,17.7,14,2357,22,1225
90,속초,2023-09-22,18.5,13.6,100,23.2,1302
90,속초,2023-09-23,20.4,16.2,157,23.8,1216
90,속초,2023-09-24,19.3,15,626,23.7,1330
90,속초,2023-09-25,,16.9,553,21.7,1617
90,속초,2023-09-26,18.8,17.7,430,19.9,1132
90,속초,2023-09-27,19.5,18.2,524,20.7,1509
90,속초,2023-09-28,23.8,18.9,4,29.2,1245
90,속초,2023-09-29,20.4,17.5,2341,23.8,1335
90,속초,2023-09-30,21.3,17.7,49,25.9,1214
90,속초,2023-10-01,19.3,15.8,638,23.1,1445
90,속초,2023-10-02,18.1,13.3,454,23.2,1418
90,속초,2023-10-03,18,12.7,323,23.1,1255
90,속초,2023-10-04,19.8,14.6,533,25.5,1115
90,속초,2023-10-05,15.5,11.4,659,20,1613
90,속초,2023-10-06,15.3,9.8,514,20.8,1308
90,속초,2023-10-07,17.4,11.1,43,21.8,1153
90,속초,2023-10-08,15.2,12.9,2237,19.4,1604
90,속초,2023-10-09,16,11.9,219,19.5,1421
90,속초,2023-10-10,16.1,12.2,641,20.8,1208
90,속초,2023-10-11,16.1,11.6,649,22.2,1316
90,속초,2023-10-12,16.5,12.6,539,20.8,1323
90,속초,2023-10-13,17.1,13,21,22.1,1332
90,속초,2023-10-14,15.8,12.1,2123,21.5,1129
90,속초,2023-10-15,18.4,13,144,22.9,1428
90,속초,2023-10-16,15.8,11.6,2300,19.1,1440
90,속초,2023-10-17,14.6,9.5,318,19.6,1241
90,속초,2023-10-18,19,9.9,247,25,1459
90,속초,2023-10-19,19,17.2,2338,21.2,606
90,속초,2023-10-20,13.5,8.5,2351,17.3,52
90,속초,2023-10-21,10.8,7.7,2013,16.6,1214
90,속초,2023-10-22,15.1,6.3,306,20.9,1208
90,속초,2023-10-23,16.5,10.3,543,22.2,1345
90,속초,2023-10-24,17,11.8,558,23.1,1347
90,속초,2023-10-25,18.5,14.2,647,23.6,1230
90,속초,2023-10-26,19.3,14,1909,24,1205
90,속초,2023-10-27,12.3,9.1,2227,17.7,1
90,속초,2023-10-28,13.1,8.9,454,17.9,1221
90,속초,2023-10-29,13.6,9.6,644,19,1222
90,속초,2023-10-30,15.9,9.1,214,21.8,1433
90,속초,2023-10-31,18.4,11.2,702,22.1,1244
90,속초,2023-11-01,21.2,16.6,449,24.6,1343
90,속초,2023-11-02,22,17.5,324,27.5,1438
90,속초,2023-11-03,19.3,15.5,1829,26.1,1243
90,속초,2023-11-04,13.5,12.7,1104,16.1,12
90,속초,2023-11-05,14.4,13.2,1,16,1236
90,속초,2023-11-06,16.5,8.9,2155,24.2,853
90,속초,2023-11-07,9.5,6.1,2334,14.8,1311
90,속초,2023-11-08,9.5,5.6,337,14.3,1216
90,속초,2023-11-09,13.3,5.6,612,20.4,1559
90,속초,2023-11-10,9.5,2.5,2338,15.4,1
90,속초,2023-11-11,4.9,1.4,637,9.6,1435
90,속초,2023-11-12,3.5,-.5,624,8.4,1257
90,속초,2023-11-13,4.8,-.1,555,10.5,1502
90,속초,2023-11-14,6.7,2.3,130,11.7,1228
90,속초,2023-11-15,8,3.7,715,12.8,1222
90,속초,2023-11-16,8.1,4.7,23,11.1,1316
90,속초,2023-11-17,4.2,-1.3,2352,8.6,1323
90,속초,2023-11-18,3.9,-2.4,341,9.5,1351
90,속초,2023-11-19,9.2,3.6,108,12.5,1533
90,속초,2023-11-20,7.2,2.6,719,12.8,1250
90,속초,2023-11-21,12,3.8,449,20.5,1340
90,속초,2023-11-22,12.6,7.4,318,16.3,1347
90,속초,2023-11-23,13.9,5.3,2359,17.9,1226
90,속초,2023-11-24,1.2,-2.5,2342,5.3,1
90,속초,2023-11-25,.1,-4.9,544,4.8,1505
90,속초,2023-11-26,5.5,1.2,1,10.2,1313
90,속초,2023-11-27,8.2,4.2,14,11.4,1057
90,속초,2023-11-28,3.6,.5,2327,7.6,1
90,속초,2023-11-29,1,-2.2,2324,5.8,1345
90,속초,2023-11-30,-2.4,-6,528,2,1459
90,속초,2023-12-01,-.7,-4.4,654,4,1352
90,속초,2023-12-02,3.9,-2.8,211,8.2,1503
90,속초,2023-12-03,2,-2.7,642,7.2,1410
90,속초,2023-12-04,5.9,-1.1,6,11.5,1445
90,속초,2023-12-05,6.9,1.9,139,12.4,1255
90,속초,2023-12-06,8.9,3.1,624,13.6,1505
90,속초,2023-12-07,7.9,3.5,727,10.7,2353
90,속초,2023-12-08,12.7,4.8,728,17.3,1856
90,속초,2023-12-09,14,8.8,2134,19,1330
90,속초,2023-12-10,9.3,6.9,334,11.3,1315
90,속초,2023-12-11,6.8,3.2,2304,9.7,5
90,속초,2023-12-12,2.5,.1,2337,4.5,1511
90,속초,2023-12-13,4.7,-.2,133,10.2,1233
90,속초,2023-12-14,4.9,2.2,2358,6.9,711
90,속초,2023-12-15,2,.1,1324,3.5,1240
90,속초,2023-12-16,-1.7,-7.9,2151,3.7,735
90,속초,2023-12-17,,-8.5,2348,-4.9,1410
90,속초,2023-12-18,-4.8,-10.5,428,-1.2,1353
90,속초,2023-12-19,-2.5,-6.6,357,1.4,1313
90,속초,2023-12-20,-5,-9.8,2357,-2,1308
90,속초,2023-12-21,-8.9,-13.1,736,-4.7,1430
90,속초,2023-12-22,-8.4,-13.2,735,-3.4,1345
90,속초,2023-12-23,-4.2,-9.3,541,.8,1405
90,속초,2023-12-24,-.7,-4.8,229,3.3,1259
90,속초,2023-12-25,1.1,-1.6,33,4.4,1224
90,속초,2023-12-26,3.1,-.7,2356,6.3,1313
90,속초,2023-12-27,.5,-3.4,709,6.1,1311
90,속초,2023-12-28,2.4,-2.6,414,7.6,1301
90,속초,2023-12-29,3,-2.3,714,8.9,1429
90,속초,2023-12-30,2.2,.1,425,4.6,1245
90,속초,2023-12-31,1.6,.2,425,3.3,1734
93,북춘천,2023-01-01,-3.2,-9,822,4.6,1351
93,북춘천,2023-01-02,-7.7,-14,749,-.3,1513
93,북춘천,2023-01-03,-8.8,-15.7,743,0,1534
93,북춘천,2023-01-04,-7.8,-15.4,722,2,1550
93,북춘천,2023-01-05,-6.8,-14,745,3.1,1631
93,북춘천,2023-01-06,-4.6,-12.5,749,3.3,1519
93,북춘천,2023-01-07,-1.1,-6.1,2400,2.1,1509
93,북춘천,2023-01-08,-2.2,-7.8,56,1.3,1544
93,북춘천,2023-01-09,.7,-6,2343,7.7,1513
93,북춘천,2023-01-10,-3.1,-9.4,801,6.6,1614
93,북춘천,2023-01-11,-2.7,-9.1,741,6.6,1532
93,북춘천,2023-01-12,-1.1,-7.3,743,9.2,1540
93,북춘천,2023-01-13,1.9,-2.6,1,3.4,1603
93,북춘천,2023-01-14,3.7,1.2,2348,7.2,1112
93,북춘천,2023-01-15,0,-1.2,2355,1.6,24
93,북춘천,2023-01-16,-4.6,-9.6,2320,-1.2,1
93,북춘천,2023-01-17,-6,-9.9,30,-3.5,1523
93,북춘천,2023-01-18,-5.1,-9.9,2359,.6,1549
93,북춘천,2023-01-19,-4.9,-11.9,404,.2,1523
93,북춘천,2023-01-20,-4.9,-13.2,2359,0,219
93,북춘천,2023-01-21,-10.1,-17,804,-1.8,1614
93,북춘천,2023-01-22,-5.3,-9.8,5,-.5,1552
93,북춘천,2023-01-23,-2.8,-8.7,416,4.6,1443
93,북춘천,2023-01-24,-14.5,-18.4,2346,-4.9,1
93,북춘천,2023-01-25,-14.8,-21.7,716,-7.8,1635
93,북춘천,2023-01-26,-8.6,-13.1,7,-5.6,1557
93,북춘천,2023-01-27,-9.5,-14.2,504,-4.1,1413
93,북춘천,2023-01-28,-9.5,-17.3,715,-1.6,1501
93,북춘천,2023-01-29,-6.8,-14.9,708,.6,1610
93,북춘천,2023-01-30,-5.9,-14.1,743,2.8,1520
93,북춘천,2023-01-31,-3.9,-10.8,436,.7,1537
93,북춘천,2023-02-01,-1.7,-6.9,804,5.4,1248
93,북춘천,2023-02-02,-5.3,-10.8,707,1.4,1602
93,북춘천,2023-02-03,-3.5,-8.5,102,3.4,1611
93,북춘천,2023-02-04,-4.5,-11.7,717,4.3,1522
93,북춘천,2023-02-05,-3.2,-10.8,742,5.6,1555
93,북춘천,2023-02-06,-2.1,-7.6,621,5.7,1546
93,북춘천,2023-02-07,-1.3,-7.2,728,7.3,1553
93,북춘천,2023-02-08,-1.1,-7,721,7.8,1546
93,북춘천,2023-02-09,.6,-8,653,8.4,1459
93,북춘천,2023-02-10,1.3,-3.5,2358,7,1619
93,북춘천,2023-02-11,-1.5,-5.3,435,5.5,1709
93,북춘천,2023-02-12,1.3,-5.3,456,7,1853
93,북춘천,2023-02-13,4.6,-.5,2357,7.3,1506
93,북춘천,2023-02-14,-.4,-5.1,656,4.9,1420
93,북춘천,2023-02-15,.1,-5,352,6.6,1535
93,북춘천,2023-02-16,-.9,-4.7,2353,4.2,1520
93,북춘천,2023-02-17,-.1,-6.1,504,7.6,1555
93,북춘천,2023-02-18,.8,-2.6,118,3.2,1623
93,북춘천,2023-02-19,2.2,-3.9,2338,7.8,1233
93,북춘천,2023-02-20,-1.7,-6.4,618,3.2,1428
93,북춘천,2023-02-21,-3.2,-9.7,732,3.7,1627
93,북춘천,2023-02-22,-1,-9.5,701,7.7,1527
93,북춘천,2023-02-23,1.2,-5.4,658,9.1,1607
93,북춘천,2023-02-24,1.4,-4.7,722,9,1515
93,북춘천,2023-02-25,-.5,-7.4,718,6.3,1529
93,북춘천,2023-02-26,-.4,-8.2,711,9.2,1702
93,북춘천,2023-02-27,1.7,-7.4,721,12.8,1533
93,북춘천,2023-02-28,2.4,-6.1,509,10.4,1548
93,북춘천,2023-03-01,4.1,.4,613,9.4,1548
93,북춘천,2023-03-02,1,-5.5,654,7.1,1446
93,북춘천,2023-03-03,1.6,-6.9,635,10.7,1554
93,북춘천,2023-03-04,3.9,-4.1,705,13.6,1529
93,북춘천,2023-03-05,4.9,-3.7,710,15.6,1555
93,북춘천,2023-03-06,5.3,-4.5,646,16.3,1521
93,북춘천,2023-03-07,7.8,-2.2,657,18.2,1520
93,북춘천,2023-03-08,7.9,.5,633,14.1,1143
93,북춘천,2023-03-09,8.9,3.5,2400,15.7,1530
93,북춘천,2023-03-10,9.3,-.3,655,21.3,1620
93,북춘천,2023-03-11,11.8,2.2,653,22.7,1440
93,북춘천,2023-03-12,4.2,-.2,2338,8.3,7
93,북춘천,2023-03-13,1.7,-4.2,709,7.9,1447
93,북춘천,2023-03-14,6,-1.9,513,15.8,1625
93,북춘천,2023-03-15,7.1,-1.6,554,16.3,1340
93,북춘천,2023-03-16,3.1,-3.6,655,10.2,1409
93,북춘천,2023-03-17,4.9,-4.1,640,13.2,1554
93,북춘천,2023-03-18,6.3,-2.9,642,16.1,1457
93,북춘천,2023-03-19,6,-3,630,16.6,1611
93,북춘천,2023-03-20,7.2,-2.6,656,17.7,1437
93,북춘천,2023-03-21,9.8,-1,636,21.6,1652
93,북춘천,2023-03-22,14.2,1.5,626,25,1602
93,북춘천,2023-03-23,15.7,7.6,2359,23.2,1425
93,북춘천,2023-03-24,10.6,4.5,633,16.1,1555
93,북춘천,2023-03-25,11.8,7.3,545,17.6,1530
93,북춘천,2023-03-26,10,1.9,2400,16.6,1443
93,북춘천,2023-03-27,5.7,-3.3,610,14.5,1610
93,북춘천,2023-03-28,6.7,-2.3,630,16.2,1440
93,북춘천,2023-03-29,9.5,-1.2,648,20.2,1534
93,북춘천,2023-03-30,11.2,.2,627,23.2,1427
93,북춘천,2023-03-31,12.6,1.6,617,24,1547
93,북춘천,2023-04-01,15.2,3.4,614,25.1,1446
93,북춘천,2023-04-02,15.5,5.7,644,23.7,1520
93,북춘천,2023-04-03,15.3,3.5,641,25.7,1537
93,북춘천,2023-04-04,15.7,8.7,629,22.1,1334
93,북춘천,2023-04-05,12.3,9.8,2400,14.4,1744
93,북춘천,2023-04-06,9.3,8.1,517,10.9,1535
93,북춘천,2023-04-07,8.1,2.1,2358,15.9,1509
93,북춘천,2023-04-08,6.8,-2.2,609,15,1420
93,북춘천,2023-04-09,8.5,-1.4,604,19.2,1508
93,북춘천,2023-04-10,11,.6,612,20.8,1554
93,북춘천,2023-04-11,11.7,6.4,410,15.7,1245
93,북춘천,2023-04-12,9,1.6,544,16.5,1420
93,북춘천,2023-04-13,10.2,.1,554,18.6,1430
93,북춘천,2023-04-14,13.7,9.1,557,21.6,1540
93,북춘천,2023-04-15,10.4,6.9,549,14.4,1702
93,북춘천,2023-04-16,8.9,4.2,2400,14.9,1609
93,북춘천,2023-04-17,10,2.9,205,15.4,1711
