지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
90,속초,2016-07-10,24.3,20.8,435,27.2,1435
90,속초,2016-07-11,23.1,21,448,25.7,1323
90,속초,2016-07-12,23.1,21.7,2323,25.9,1359
90,속초,2016-07-13,22.6,21.1,331,25.6,1134
90,속초,2016-07-14,24.2,21.8,2347,27.8,1456
90,속초,2016-07-15,23.8,21.3,249,27.3,1017
90,속초,2016-07-16,19.9,19,831,22.1,1
90,속초,2016-07-17,20.3,19.5,604,23.2,1345
90,속초,2016-07-18,21.6,19.2,210,24.5,1444
90,속초,2016-07-19,22.2,20.7,545,25,1247
90,속초,2016-07-20,22,20.5,719,24.6,1109
90,속초,2016-07-21,21.8,19.6,459,23.8,1632
90,속초,2016-07-22,23,20.6,534,25.8,1109
90,속초,2016-07-23,22.4,20.9,349,24.2,935
90,속초,2016-07-24,22.1,20.6,316,23.9,1257
90,속초,2016-07-25,22.8,21,449,25.1,1125
90,속초,2016-07-26,24.2,22.1,504,26.5,1329
90,속초,2016-07-27,27.1,25.1,1822,28.7,1226
90,속초,2016-07-28,27.2,23.9,2237,30.3,1113
90,속초,2016-07-29,27.9,25.1,1009,31.9,1643
90,속초,2016-07-30,28.1,25.5,2351,31.2,1309
90,속초,2016-07-31,26.4,23.5,2337,29.4,1132
90,속초,2016-08-01,26,23.3,510,28.8,1203
90,속초,2016-08-02,26.1,23.3,357,28.3,1501
90,속초,2016-08-03,26.3,23.6,2342,29.6,1055
90,속초,2016-08-04,26.1,22.3,412,29.8,1510
90,속초,2016-08-05,25.7,20.9,553,29.8,1333
90,속초,2016-08-06,25.7,20.3,505,29.9,1415
90,속초,2016-08-07,28.4,23.5,237,33.5,1528
90,속초,2016-08-08,25.4,23.1,2007,29.8,1233
90,속초,2016-08-09,25.2,22.8,444,28.3,1035
90,속초,2016-08-10,26.7,21.9,411,31.6,1600
90,속초,2016-08-11,28.5,25.2,145,32.3,1013
90,속초,2016-08-12,28.6,24.2,307,33.2,1124
90,속초,2016-08-13,30.5,25.6,119,35.9,1212
90,속초,2016-08-14,28.8,26.7,456,34.4,1043
90,속초,2016-08-15,28.3,26.5,222,30.6,1233
90,속초,2016-08-16,25.9,22.5,216,29.2,1101
90,속초,2016-08-17,26.7,23.3,349,30.2,1524
90,속초,2016-08-18,27.1,23.4,325,30.5,1248
90,속초,2016-08-19,26.7,25.1,2321,29.8,1159
90,속초,2016-08-20,27,24.4,326,30.8,1355
90,속초,2016-08-21,25.9,23,2400,29.9,1455
90,속초,2016-08-22,26.4,22.9,58,30.3,1241
90,속초,2016-08-23,26.2,22.5,459,30,1147
90,속초,2016-08-24,25.6,23.3,611,28.7,1253
90,속초,2016-08-25,25.8,22,436,31.7,1432
90,속초,2016-08-26,19.6,15.9,638,24.1,1524
90,속초,2016-08-27,21.8,16.2,38,25.4,1300
90,속초,2016-08-28,19.6,16.9,936,23,1
90,속초,2016-08-29,19.2,15.3,1907,22.1,1057
90,속초,2016-08-30,19.6,16.8,853,22.8,1323
90,속초,2016-08-31,21.2,19.3,1416,23,2257
90,속초,2016-09-01,22.8,19,2400,28.6,1424
90,속초,2016-09-02,21.6,18.5,55,24.6,1424
90,속초,2016-09-03,20.7,18.6,237,22.5,1441
90,속초,2016-09-04,21.8,21,636,23,933
90,속초,2016-09-05,22.3,21,449,24.6,1122
90,속초,2016-09-06,23,20.6,617,25.9,1019
90,속초,2016-09-07,22.5,20,530,25.4,850
90,속초,2016-09-08,21.4,20,550,24.2,1107
90,속초,2016-09-09,20.9,18.7,318,24.1,1222
90,속초,2016-09-10,21.8,19.5,527,24.9,1434
90,속초,2016-09-11,21.7,19.8,554,24.8,1407
90,속초,2016-09-12,20.4,18.3,2353,23.4,1302
90,속초,2016-09-13,20.2,17.2,235,22.9,1103
90,속초,2016-09-14,21,18.5,424,24.1,1401
90,속초,2016-09-15,21.5,18.4,157,24.3,1356
90,속초,2016-09-16,22.1,19,506,25.6,1425
90,속초,2016-09-17,20.4,18.6,1940,23.6,1100
90,속초,2016-09-18,21.2,19.8,130,23.3,1125
90,속초,2016-09-19,19,15.1,2336,21,1259
90,속초,2016-09-20,17.4,14,449,21.2,1211
90,속초,2016-09-21,17.9,14.1,212,21.4,1202
90,속초,2016-09-22,18.6,15.4,2307,21.6,1134
90,속초,2016-09-23,18.2,13.2,230,22.7,1236
90,속초,2016-09-24,19.5,14.9,142,23.6,1257
90,속초,2016-09-25,21,16.4,140,27.7,1429
90,속초,2016-09-26,20,17.1,437,23.3,1440
90,속초,2016-09-27,19.4,17.5,331,20.9,1607
90,속초,2016-09-28,18,14.2,2355,23.2,820
90,속초,2016-09-29,16.3,14,2347,20.2,1056
90,속초,2016-09-30,18.1,13.7,312,22.3,1116
90,속초,2016-10-01,19,16.1,434,22.2,1328
90,속초,2016-10-02,17.9,15.1,2358,21.3,1251
90,속초,2016-10-03,18,15.1,1,21.3,1426
90,속초,2016-10-04,17.9,13.9,522,20.9,907
90,속초,2016-10-05,17.6,15.2,2358,19.9,1527
90,속초,2016-10-06,16.9,14.4,347,19.7,1207
90,속초,2016-10-07,17.7,15.8,2351,20.9,1205
90,속초,2016-10-08,18.8,15,2357,23.6,1425
90,속초,2016-10-09,12.1,9.4,644,15.8,53
90,속초,2016-10-10,12.8,8.2,616,16.8,1045
90,속초,2016-10-11,16.8,8.9,121,23.6,1327
90,속초,2016-10-12,13.6,10.2,2128,16.9,1211
90,속초,2016-10-13,14.2,10,447,18.4,1331
90,속초,2016-10-14,17.7,11.8,136,22.8,1052
90,속초,2016-10-15,18.3,13.9,128,23.7,1436
90,속초,2016-10-16,16.7,13.7,416,19.6,1413
90,속초,2016-10-17,18.9,13.9,125,24.2,1330
90,속초,2016-10-18,16.8,13.7,2355,19.9,947
90,속초,2016-10-19,18.5,12.4,657,23.2,1427
90,속초,2016-10-20,16.3,13.2,2058,21.7,913
90,속초,2016-10-21,14,11.9,2321,15.9,1546
90,속초,2016-10-22,15.1,12.2,623,18,1512
90,속초,2016-10-23,10.7,7.5,2356,12.7,5
90,속초,2016-10-24,12,5.8,553,17.5,1316
90,속초,2016-10-25,12.9,10.9,2157,16.6,1402
90,속초,2016-10-26,15.4,10.5,348,19.7,1013
90,속초,2016-10-27,14.8,12.3,2348,18,1304
90,속초,2016-10-28,14.4,11.1,2400,18,1037
90,속초,2016-10-29,8.8,6.6,2301,11.3,233
90,속초,2016-10-30,8.4,3.3,421,12.9,1250
90,속초,2016-10-31,10.3,5.9,2400,13.1,1534
90,속초,2016-11-01,5.1,1.7,536,9,1341
90,속초,2016-11-02,7,1.2,507,11.8,1524
90,속초,2016-11-03,10.2,4.6,629,14.7,1405
90,속초,2016-11-04,14.4,9.5,703,18.7,1337
90,속초,2016-11-05,16.5,10,2348,20.8,1456
90,속초,2016-11-06,8.5,8,1110,10.1,6
90,속초,2016-11-07,11.3,8.4,324,14.2,2217
90,속초,2016-11-08,7.8,4.5,2341,13.1,6
90,속초,2016-11-09,3.6,.9,741,7.6,1203
90,속초,2016-11-10,6.2,2,404,10.1,1237
90,속초,2016-11-11,10,5.3,324,14.8,1421
90,속초,2016-11-12,12.7,5.8,720,17.7,1522
90,속초,2016-11-13,12.4,8.6,2324,15.9,1217
90,속초,2016-11-14,14.4,8,205,19.2,1554
90,속초,2016-11-15,9.6,5.2,2121,16.1,24
90,속초,2016-11-16,8.1,2.9,503,14.5,1225
90,속초,2016-11-17,8.3,4.7,2332,13.7,1259
90,속초,2016-11-18,11,4.5,6,16.1,1319
90,속초,2016-11-19,14.4,11,25,17.7,2105
90,속초,2016-11-20,12.5,7.2,1957,17.2,2
90,속초,2016-11-21,9.4,5.6,559,12.5,1406
90,속초,2016-11-22,5.6,.5,1949,10.1,253
90,속초,2016-11-23,2.4,-1.4,2212,5.6,1251
90,속초,2016-11-24,1.7,-2.5,502,6.2,1334
90,속초,2016-11-25,2.4,-2.1,614,7.4,1335
90,속초,2016-11-26,3.7,-.7,433,6.6,1539
90,속초,2016-11-27,6,3.4,449,9.4,1213
90,속초,2016-11-28,4,.4,652,8.5,1336
90,속초,2016-11-29,4.4,.5,106,8.1,1357
90,속초,2016-11-30,7.2,3.4,657,11.7,1249
90,속초,2016-12-01,6.9,1.9,2300,10,251
90,속초,2016-12-02,7.8,1.6,546,13.5,1238
90,속초,2016-12-03,8.2,1.5,627,13.2,1422
90,속초,2016-12-04,10.3,6.8,213,13.2,1513
90,속초,2016-12-05,9.4,5.1,2358,14.1,1331
90,속초,2016-12-06,3.3,.2,751,6.9,1505
90,속초,2016-12-07,4.6,1.5,649,7.8,1331
90,속초,2016-12-08,4.5,-1.2,701,10.3,1249
90,속초,2016-12-09,4.4,-.3,2326,8.1,1058
90,속초,2016-12-10,1.4,-2.6,614,6,1322
90,속초,2016-12-11,1.9,-2.4,527,6.8,1305
90,속초,2016-12-12,5.6,-2.2,229,9.9,1545
90,속초,2016-12-13,6.6,3.7,2119,9.9,1116
90,속초,2016-12-14,.9,-.6,1958,4.3,1
90,속초,2016-12-15,-.8,-4.6,2325,2.7,1349
90,속초,2016-12-16,-.5,-6.1,539,4.1,1233
90,속초,2016-12-17,7.1,1.3,1,10.3,1314
90,속초,2016-12-18,8.8,5.7,2400,12.3,1520
90,속초,2016-12-19,8.5,5,151,12.7,1213
90,속초,2016-12-20,7,3.4,2355,11.4,1402
90,속초,2016-12-21,7.4,2.4,140,11.2,1117
90,속초,2016-12-22,5.1,3.1,1916,11.2,358
90,속초,2016-12-23,2.7,.2,2133,5.5,1403
90,속초,2016-12-24,1.8,.4,2153,4.5,1555
90,속초,2016-12-25,3.7,-.5,422,8.4,1429
90,속초,2016-12-26,6.9,3.7,16,10.2,1235
90,속초,2016-12-27,-.1,-2.6,2351,5.7,6
90,속초,2016-12-28,-1.3,-6.1,742,3.1,1524
90,속초,2016-12-29,-1.1,-5,2319,1.7,1420
90,속초,2016-12-30,.5,-5.8,152,4.9,1256
90,속초,2016-12-31,4.3,1.6,11,7.6,1358
93,북춘천,2016-10-01,18.6,14.7,538,25.3,1515
93,북춘천,2016-10-02,17,15.6,520,19.4,1123
93,북춘천,2016-10-03,20.5,15,2334,29,1557
93,북춘천,2016-10-04,18.3,11.4,619,26.3,1259
93,북춘천,2016-10-05,18,14.2,2339,25.6,1527
93,북춘천,2016-10-06,17.6,12.8,248,24.9,1628
93,북춘천,2016-10-07,18.3,13.7,659,24.1,1420
93,북춘천,2016-10-08,16.4,10.1,2358,22.4,1512
93,북춘천,2016-10-09,11.2,4.8,608,17.1,1529
93,북춘천,2016-10-10,11.1,4.2,626,20.6,1544
93,북춘천,2016-10-11,12.1,5,206,20.6,1509
93,북춘천,2016-10-12,12.6,6.6,509,21.2,1500
93,북춘천,2016-10-13,12.5,5.1,653,22.4,1523
93,북춘천,2016-10-14,13,5.8,649,22.2,1454
93,북춘천,2016-10-15,14.7,8.6,259,22.9,1526
93,북춘천,2016-10-16,14.3,11.2,155,18.2,1403
93,북춘천,2016-10-17,15.1,10.2,2358,22.2,1533
93,북춘천,2016-10-18,14.9,8.8,253,24.1,1557
93,북춘천,2016-10-19,15.4,10.2,2344,24,1515
93,북춘천,2016-10-20,15.8,8.8,345,24.4,1355
93,북춘천,2016-10-21,16.8,13.4,2228,22.1,1430
93,북춘천,2016-10-22,17.5,11.6,704,22.6,1440
93,북춘천,2016-10-23,12.2,6,2400,17.1,1
93,북춘천,2016-10-24,10.8,2.5,701,19.2,1601
93,북춘천,2016-10-25,12,9.6,2121,16.8,1615
93,북춘천,2016-10-26,12.7,8.4,2212,15.9,958
93,북춘천,2016-10-27,13.6,6.8,451,21.3,1442
93,북춘천,2016-10-28,13.6,9.1,2237,18.8,1329
93,북춘천,2016-10-29,10.1,2.8,2357,14.2,1512
93,북춘천,2016-10-30,5,-1.9,657,14.2,1454
93,북춘천,2016-10-31,5.7,1.4,149,9.4,1449
93,북춘천,2016-11-01,1.3,-4.4,650,8.9,1522
93,북춘천,2016-11-02,3.2,-5.9,615,10.9,1443
93,북춘천,2016-11-03,6.9,1.6,717,13.2,1503
93,북춘천,2016-11-04,9,1.9,347,13.8,1531
93,북춘천,2016-11-05,13.3,9.4,2240,17.7,1604
93,북춘천,2016-11-06,11.5,8.8,2333,14.6,33
93,북춘천,2016-11-07,11.9,8.8,9,16.6,1532
93,북춘천,2016-11-08,6.3,.3,2355,10.8,1
93,북춘천,2016-11-09,1.3,-3.7,651,9.8,1609
93,북춘천,2016-11-10,3.3,-1.4,15,7.1,1323
93,북춘천,2016-11-11,7.5,1.8,2345,14.3,1434
93,북춘천,2016-11-12,8.6,-.2,712,16.8,1510
93,북춘천,2016-11-13,11.6,7.6,2358,17,1420
93,북춘천,2016-11-14,10.4,7.5,14,12.9,1550
93,북춘천,2016-11-15,5.5,-.9,2356,13,1503
93,북춘천,2016-11-16,3.1,-3.4,611,11.9,1545
93,북춘천,2016-11-17,5.1,-1.3,658,15,1608
93,북춘천,2016-11-18,4.8,-1.2,542,10.1,1526
93,북춘천,2016-11-19,12.6,5.4,407,19.5,1439
93,북춘천,2016-11-20,9.9,1.5,2347,17.6,1335
93,북춘천,2016-11-21,5.5,-.2,526,10.8,1548
93,북춘천,2016-11-22,5,-.6,2359,8.8,344
93,북춘천,2016-11-23,-.1,-4.9,655,5.9,1346
93,북춘천,2016-11-24,-3.3,-9.1,724,3.4,1506
93,북춘천,2016-11-25,-2.7,-8.8,612,7,1532
93,북춘천,2016-11-26,-1.6,-6.3,147,.8,2326
93,북춘천,2016-11-27,1.6,-.7,2356,4.3,1452
93,북춘천,2016-11-28,-.2,-4.5,2322,5.9,1447
93,북춘천,2016-11-29,-1.2,-7.5,701,7.8,1454
93,북춘천,2016-11-30,2.5,-4.2,103,8.5,1607
93,북춘천,2016-12-01,4.2,-3.7,2339,8.5,1215
93,북춘천,2016-12-02,-.9,-7.8,727,8.4,1459
93,북춘천,2016-12-03,.1,-6.6,600,9.4,1357
93,북춘천,2016-12-04,1,-2.9,629,7.1,1559
93,북춘천,2016-12-05,4.7,-1.1,11,10.2,1551
93,북춘천,2016-12-06,-1.7,-6.6,2310,4.2,1411
93,북춘천,2016-12-07,-1.7,-6.6,12,5,1551
93,북춘천,2016-12-08,.2,-6.3,235,5.1,1347
93,북춘천,2016-12-09,.9,-5,2353,6.4,1324
93,북춘천,2016-12-10,-3.2,-8.2,626,4.6,1522
93,북춘천,2016-12-11,-3.9,-9.7,646,4.8,1523
93,북춘천,2016-12-12,-2.7,-8.6,509,4,1539
93,북춘천,2016-12-13,1.3,-4.4,505,9.5,1529
93,북춘천,2016-12-14,1.2,-1.6,25,3.2,1057
93,북춘천,2016-12-15,-3.3,-8.8,2358,.5,1
93,북춘천,2016-12-16,-6.2,-12.1,720,.6,1454
93,북춘천,2016-12-17,.3,-5.2,1,6,1448
93,북춘천,2016-12-18,1.2,-3.2,326,6.6,1528
93,북춘천,2016-12-19,3.1,-1.9,137,8.6,1517
93,북춘천,2016-12-20,1.6,-1.6,245,7.5,1517
93,북춘천,2016-12-21,3.9,-.4,6,7.6,1409
93,북춘천,2016-12-22,5.6,3.5,2400,8.3,655
93,북춘천,2016-12-23,-.4,-2,2320,3.5,1
93,북춘천,2016-12-24,-.7,-2.1,119,.8,1434
93,북춘천,2016-12-25,1,-2.4,340,6.2,1532
93,북춘천,2016-12-26,1.5,-1.4,322,4,1438
93,북춘천,2016-12-27,-.4,-5.7,2346,2.7,1441
93,북춘천,2016-12-28,-4,-8.8,726,2.7,1451
93,북춘천,2016-12-29,-3.4,-7.4,2153,.5,1459
93,북춘천,2016-12-30,-4.7,-11.7,746,2.1,1602
93,북춘천,2016-12-31,-1.2,-4.5,457,5.7,1427
95,철원,2016-01-01,-2,-9,604,3.3,1342
95,철원,2016-01-02,4.5,-.2,2356,8.2,1521
95,철원,2016-01-03,2.8,-1,317,7.8,1438
95,철원,2016-01-04,1,-4.4,2400,4.4,241
95,철원,2016-01-05,-4.7,-9.1,2400,.1,1254
95,철원,2016-01-06,-4.5,-10.5,416,1.9,1404
95,철원,2016-01-07,-5.9,-11.5,728,.6,1512
95,철원,2016-01-08,-7,-13,703,-.1,1440
95,철원,2016-01-09,-5,-13.1,716,.4,1555
95,철원,2016-01-10,-2.5,-9.3,2356,2.6,1346
95,철원,2016-01-11,-7.8,-13,737,.1,1537
95,철원,2016-01-12,-8.6,-15.3,741,-.4,1522
95,철원,2016-01-13,-7,-14.1,722,-2.1,1428
95,철원,2016-01-14,-7.4,-15,737,-1.4,1451
95,철원,2016-01-15,-5.4,-12.6,757,2.8,1323
