지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
90,속초,2020-08-25,27.3,23.2,228,32.2,1602
90,속초,2020-08-26,25.8,23.5,434,28.9,1032
90,속초,2020-08-27,27.3,25.1,523,32.4,1339
90,속초,2020-08-28,27.1,25.3,530,31.6,1456
90,속초,2020-08-29,26.9,24.6,2138,31.1,1018
90,속초,2020-08-30,23.4,22.3,1844,25.6,42
90,속초,2020-08-31,22.8,21.2,2059,24.6,1221
90,속초,2020-09-01,24,20.3,604,27.1,1323
90,속초,2020-09-02,23,21.7,1626,23.6,2343
90,속초,2020-09-03,25.3,22.3,2352,28.7,1549
90,속초,2020-09-04,23.7,18.5,2304,28.3,1705
90,속초,2020-09-05,20.7,17.1,212,23.7,1607
90,속초,2020-09-06,18.3,16,2153,22.6,1008
90,속초,2020-09-07,21.3,15.3,211,26.2,1622
90,속초,2020-09-08,25.1,22.5,2338,27.3,1407
90,속초,2020-09-09,22.6,19.5,2102,26.5,1504
90,속초,2020-09-10,22.3,18.5,344,28.1,1246
90,속초,2020-09-11,20.2,18.3,455,23.1,1346
90,속초,2020-09-12,18.5,16.4,2358,20.1,1145
90,속초,2020-09-13,17.4,15.4,821,20.6,1439
90,속초,2020-09-14,20.1,14.7,501,27.9,1401
90,속초,2020-09-15,20.8,17.4,115,24.5,1110
90,속초,2020-09-16,20.7,18.4,254,24.4,1004
90,속초,2020-09-17,21.3,18.8,17,24,1412
90,속초,2020-09-18,21.6,19,2257,26.6,1348
90,속초,2020-09-19,21.9,17.4,153,26.8,1455
90,속초,2020-09-20,18.5,13.9,2326,22.5,1000
90,속초,2020-09-21,17.2,13.8,455,21.7,1242
90,속초,2020-09-22,16.8,13.1,122,21.3,1316
90,속초,2020-09-23,17.3,13.3,205,20.9,1348
90,속초,2020-09-24,18.3,15.3,520,20.2,1321
90,속초,2020-09-25,18.3,16.6,2241,19.8,1226
90,속초,2020-09-26,17.6,15.9,1737,19.9,1216
90,속초,2020-09-27,17,13,2351,20.9,1209
90,속초,2020-09-28,17,12.1,556,21.9,1355
90,속초,2020-09-29,18.3,13.5,409,23.7,1212
90,속초,2020-09-30,16.8,14.7,2328,20,1228
90,속초,2020-10-01,16.5,14.8,735,18.7,1118
90,속초,2020-10-02,18.8,14.3,419,23.7,1203
90,속초,2020-10-03,18.3,15.9,2338,22.2,1127
90,속초,2020-10-04,17.7,12.2,2303,22.9,1528
90,속초,2020-10-05,14.7,10.3,619,20.5,1337
90,속초,2020-10-06,13,8.6,638,17.7,1229
90,속초,2020-10-07,14.2,9.8,247,19,1105
90,속초,2020-10-08,15,11.5,2345,19.6,1304
90,속초,2020-10-09,15.7,11,112,19.5,1306
90,속초,2020-10-10,14.8,11.4,422,18.4,1301
90,속초,2020-10-11,14.6,10.9,631,19.6,1232
90,속초,2020-10-12,15.4,11.3,332,20.7,1235
90,속초,2020-10-13,14.4,10.9,1954,17,1255
90,속초,2020-10-14,13.8,9.3,2159,18.8,1050
90,속초,2020-10-15,11.2,6.8,652,16.9,1405
90,속초,2020-10-16,13,7.6,107,16.8,1126
90,속초,2020-10-17,12.3,8.3,2336,17.2,1401
90,속초,2020-10-18,14.8,8.6,119,21.2,1401
90,속초,2020-10-19,15.1,10.2,2156,19.8,1033
90,속초,2020-10-20,14.5,10,447,20.5,1356
90,속초,2020-10-21,14.6,9,302,18.2,1429
90,속초,2020-10-22,15.8,11.1,2400,20.5,1451
90,속초,2020-10-23,10.7,7.5,2400,15.9,1129
90,속초,2020-10-24,11.1,4.6,652,15.7,1434
90,속초,2020-10-25,15.6,10.3,211,22.3,1340
90,속초,2020-10-26,13.2,8.7,612,18.2,1043
90,속초,2020-10-27,15.1,8.7,637,19.6,1415
90,속초,2020-10-28,14,8.6,2156,19.3,1107
90,속초,2020-10-29,10,6.5,2113,14.6,1311
90,속초,2020-10-30,10.9,6,134,15.3,1219
90,속초,2020-10-31,13,5.7,331,18.5,1500
90,속초,2020-11-01,15.8,13.6,16,19,1227
90,속초,2020-11-02,12.9,8,2310,17.2,1359
90,속초,2020-11-03,6.7,3.3,2354,11.3,1
90,속초,2020-11-04,7.6,.6,526,13.5,1308
90,속초,2020-11-05,13.2,7,445,17.8,1259
90,속초,2020-11-06,16.6,12.4,153,21.3,1405
90,속초,2020-11-07,17.3,14.2,2357,20.7,1312
90,속초,2020-11-08,11,5.1,2354,14.7,1511
90,속초,2020-11-09,7.2,1.2,542,12.4,1400
90,속초,2020-11-10,7,3.2,717,11.6,1455
90,속초,2020-11-11,9.7,4.1,5,15.6,1245
90,속초,2020-11-12,14.1,5.3,433,19.7,1514
90,속초,2020-11-13,13.2,7.7,2305,19.1,1031
90,속초,2020-11-14,11.5,6.4,330,16.1,1411
90,속초,2020-11-15,14,7,400,19.5,1510
90,속초,2020-11-16,14.8,11.4,644,18.1,1208
90,속초,2020-11-17,14,10.8,739,17.8,1232
90,속초,2020-11-18,15.1,12.1,118,18.5,1158
90,속초,2020-11-19,17.3,12,2351,23.1,459
90,속초,2020-11-20,7.4,3,2258,12.2,10
90,속초,2020-11-21,7.8,1.9,259,12.6,1220
90,속초,2020-11-22,8.2,5.1,2352,10,1225
90,속초,2020-11-23,5.1,1.3,648,10.6,1301
90,속초,2020-11-24,4.9,.6,16,9.4,1333
90,속초,2020-11-25,6.9,1.9,15,11.3,1326
90,속초,2020-11-26,6.8,2.7,756,9.9,1056
90,속초,2020-11-27,6.8,4.1,2112,9.9,1159
90,속초,2020-11-28,2.4,-.6,704,5.9,1430
90,속초,2020-11-29,1.9,-.5,641,5.4,1154
90,속초,2020-11-30,2.3,-2.1,703,6.9,1315
90,속초,2020-12-01,2.1,-2.9,641,6.6,1251
90,속초,2020-12-02,4.1,1.2,33,8.6,1359
90,속초,2020-12-03,3.7,-.3,2328,7.6,1410
90,속초,2020-12-04,2.5,-2.7,504,8.7,1317
90,속초,2020-12-05,4.1,.2,443,8.6,1413
90,속초,2020-12-06,6,.6,711,10.4,1300
90,속초,2020-12-07,5.5,.7,2322,10.4,1323
90,속초,2020-12-08,.9,-3.1,755,5.6,1421
90,속초,2020-12-09,3.8,-2.2,340,8.2,1221
90,속초,2020-12-10,7.3,3.8,328,10.5,1202
90,속초,2020-12-11,7.1,4.9,802,10.2,1309
90,속초,2020-12-12,4.7,.7,2325,8.1,1324
90,속초,2020-12-13,.2,-3.4,2400,2.7,950
90,속초,2020-12-14,-5.7,-9.6,2355,-3.2,1404
90,속초,2020-12-15,-6,-9.7,150,-2.2,1416
90,속초,2020-12-16,-5.7,-9.2,234,-1.6,1356
90,속초,2020-12-17,-2.3,-8.7,658,3,1255
90,속초,2020-12-18,.4,-4,2354,4.4,1410
90,속초,2020-12-19,-1.8,-6.1,736,2,1408
90,속초,2020-12-20,-1.5,-6.5,657,4.5,1333
90,속초,2020-12-21,1.6,-4.1,338,6.8,1311
90,속초,2020-12-22,4.1,-.1,105,7.2,1309
90,속초,2020-12-23,7.5,4,415,10,1248
90,속초,2020-12-24,5.1,0,2355,8.8,9
90,속초,2020-12-25,.2,-3.4,740,3.6,1437
90,속초,2020-12-26,4.2,-1.2,109,8.6,1420
90,속초,2020-12-27,7,-.2,44,11,1353
90,속초,2020-12-28,6.9,3.9,1937,11.2,1213
90,속초,2020-12-29,3.7,.9,2354,7.1,1114
90,속초,2020-12-30,-6.4,-10.6,2206,1,1
90,속초,2020-12-31,-6.3,-11.3,120,-1.8,1421
93,북춘천,2020-01-01,-5.1,-9.6,2,.3,1524
93,북춘천,2020-01-02,-3,-8.9,210,3.9,1433
93,북춘천,2020-01-03,-3.1,-8.6,800,5.5,1524
93,북춘천,2020-01-04,-2.9,-9.6,722,7,1511
93,북춘천,2020-01-05,-3,-9.5,722,4.9,1449
93,북춘천,2020-01-06,-1.4,-5.9,324,.9,1312
93,북춘천,2020-01-07,3.7,.3,1,6.8,2304
93,북춘천,2020-01-08,4.5,1.6,2352,8.2,1555
93,북춘천,2020-01-09,-.5,-4.2,2320,3.2,1502
93,북춘천,2020-01-10,-2.6,-6.4,516,3.5,1528
93,북춘천,2020-01-11,-2,-7.3,729,4.4,1515
93,북춘천,2020-01-12,-1.9,-4.9,824,2.8,1459
93,북춘천,2020-01-13,-3.9,-8,743,1.8,1435
93,북춘천,2020-01-14,-5.1,-10.6,718,2.1,1608
93,북춘천,2020-01-15,-5.2,-10.6,657,2.1,1526
93,북춘천,2020-01-16,-4.9,-9.8,806,2.7,1531
93,북춘천,2020-01-17,-3.2,-9.3,736,5.5,1601
93,북춘천,2020-01-18,-1.2,-6.6,800,6.9,1545
93,북춘천,2020-01-19,-1.8,-5,646,3.1,1543
93,북춘천,2020-01-20,-.9,-7.1,752,5.1,1325
93,북춘천,2020-01-21,-3.1,-9.7,757,3.9,1555
93,북춘천,2020-01-22,-.5,-3.7,1,6,1616
93,북춘천,2020-01-23,.9,-5.7,753,10.7,1607
93,북춘천,2020-01-24,.5,-6.4,739,9.1,1447
93,북춘천,2020-01-25,1.9,-2.9,124,8.6,1524
93,북춘천,2020-01-26,3.6,-4.6,644,10.9,1332
93,북춘천,2020-01-27,6.3,4.9,427,7.2,1354
93,북춘천,2020-01-28,6,-1.4,2350,10.4,1303
93,북춘천,2020-01-29,1.4,-4.4,713,8.6,1334
93,북춘천,2020-01-30,1.9,-2.7,816,8.1,1238
93,북춘천,2020-01-31,2,-2.1,258,8.8,1625
93,북춘천,2020-02-01,-.1,-4.7,446,6.8,1536
93,북춘천,2020-02-02,-.2,-5.4,254,5.6,1529
93,북춘천,2020-02-03,-.7,-6.5,2350,3.9,1357
93,북춘천,2020-02-04,-2.8,-10.2,716,3.9,1516
93,북춘천,2020-02-05,-7.5,-12.5,713,-2.8,1536
93,북춘천,2020-02-06,-7.6,-14.8,745,.8,1633
93,북춘천,2020-02-07,-3.8,-10.6,245,2.7,1524
93,북춘천,2020-02-08,-1.4,-6.3,2359,4.3,1501
93,북춘천,2020-02-09,-2.4,-10.2,708,4.5,1457
93,북춘천,2020-02-10,1.4,-5.6,749,9.9,1552
93,북춘천,2020-02-11,2,-6.9,734,13.3,1616
93,북춘천,2020-02-12,4.4,.4,312,7.9,1409
93,북춘천,2020-02-13,6.4,.4,2338,12.8,1405
93,북춘천,2020-02-14,4.8,-.5,528,13.9,1636
93,북춘천,2020-02-15,7.4,-1.2,716,15.5,1325
93,북춘천,2020-02-16,.2,-4.4,2340,6.9,1
93,북춘천,2020-02-17,-5.5,-7.3,2246,-3.4,1453
93,북춘천,2020-02-18,-4.8,-10.4,629,1.8,1636
93,북춘천,2020-02-19,-1.8,-8.9,718,6,1633
93,북춘천,2020-02-20,1.1,-5.7,715,10.4,1645
93,북춘천,2020-02-21,3.3,-3,601,9.6,1532
93,북춘천,2020-02-22,3.4,-.4,2349,6.2,1144
93,북춘천,2020-02-23,1.1,-5.1,733,8.2,1620
93,북춘천,2020-02-24,4.4,-2.7,717,12.2,1555
93,북춘천,2020-02-25,4.3,1,2400,7.8,1716
93,북춘천,2020-02-26,3.1,-2.1,632,8.2,1649
93,북춘천,2020-02-27,3.8,-1.4,732,10,1607
93,북춘천,2020-02-28,1.6,-2,407,3.4,1530
93,북춘천,2020-02-29,5.1,.4,2358,11.1,1551
93,북춘천,2020-03-01,4.2,-2.3,559,10.1,1541
93,북춘천,2020-03-02,3.2,-1.5,2359,8,1614
93,북춘천,2020-03-03,3.8,-4.4,649,10.6,1557
93,북춘천,2020-03-04,2.4,-1.1,2357,6.1,1153
93,북춘천,2020-03-05,.3,-5.5,643,8,1620
93,북춘천,2020-03-06,1.3,-6.6,706,9.7,1538
93,북춘천,2020-03-07,3.5,-3.3,642,12.2,1546
93,북춘천,2020-03-08,5.8,-3.9,708,17.4,1552
93,북춘천,2020-03-09,8.5,-1.7,700,16.8,1552
93,북춘천,2020-03-10,7.4,2.2,2358,12.3,1
93,북춘천,2020-03-11,2.6,-3,652,8.6,1615
93,북춘천,2020-03-12,5.3,-4.4,646,12.6,1716
93,북춘천,2020-03-13,6.1,-2.5,2400,11.7,1403
93,북춘천,2020-03-14,2.5,-6.1,614,10,1532
93,북춘천,2020-03-15,2.5,-2.3,416,8.9,1254
93,북춘천,2020-03-16,2.7,-5.4,626,9.8,1551
93,북춘천,2020-03-17,2.3,-1.1,242,5.8,1718
93,북춘천,2020-03-18,6.3,1.1,700,16.7,1646
93,북춘천,2020-03-19,5.9,-.4,427,12.1,953
93,북춘천,2020-03-20,7.4,-.7,507,14.9,1450
93,북춘천,2020-03-21,11.2,2.3,232,18.9,1545
93,북춘천,2020-03-22,10.5,3.4,634,17.8,1411
93,북춘천,2020-03-23,8.2,-1.3,611,17.6,1350
93,북춘천,2020-03-24,8.4,-1.3,609,18.1,1551
93,북춘천,2020-03-25,10.3,-.4,616,20.2,1504
93,북춘천,2020-03-26,13.3,1.7,637,21,1336
93,북춘천,2020-03-27,12.2,7.7,2241,16.3,1206
93,북춘천,2020-03-28,6.6,-.2,639,13.7,1554
93,북춘천,2020-03-29,6.6,-3.4,640,15.7,1632
93,북춘천,2020-03-30,8.4,-1,606,18,1628
93,북춘천,2020-03-31,10.7,-.6,633,19.9,1503
93,북춘천,2020-04-01,8.7,2,2332,17.2,1213
93,북춘천,2020-04-02,7,-.5,308,17.6,1611
93,북춘천,2020-04-03,9.1,-2.3,612,19.2,1524
93,북춘천,2020-04-04,8.3,2.5,2400,14.9,1609
93,북춘천,2020-04-05,5.9,-4.5,625,15.1,1606
93,북춘천,2020-04-06,8.4,-2.3,603,18.7,1538
93,북춘천,2020-04-07,9.8,.6,631,19.4,1435
93,북춘천,2020-04-08,7.4,-.3,634,14.7,1518
93,북춘천,2020-04-09,7.8,-2,620,15.6,1437
93,북춘천,2020-04-10,9.4,2.2,337,16.2,1511
93,북춘천,2020-04-11,9.1,1.1,614,16.7,1516
93,북춘천,2020-04-12,6.6,.6,605,11.3,1647
93,북춘천,2020-04-13,9.4,.1,612,18.3,1620
93,북춘천,2020-04-14,10.9,-.9,608,23.1,1554
93,북춘천,2020-04-15,12.9,1.6,546,23,1517
93,북춘천,2020-04-16,14.2,4.3,601,23,1701
93,북춘천,2020-04-17,9.8,6.3,2241,12,1
